7.29 5.00 8.29 5.65 5.18 
8.96 8.11 3.21 7.54 2.47 
5.89 5.41 3.84 7.67 1.35 
2.24 6.22 0.51 2.34 7.09 
3.88 6.52 4.18 3.44 2.68 
7.39 8.43 0.60 6.11 1.16 
2.31 1.46 7.75 3.96 2.02 
1.41 8.60 6.56 6.80 0.07 
1.93 0.82 9.51 3.19 5.63 
4.15 9.68 4.28 8.16 6.22 
9.45 3.55 6.86 5.39 1.17 
2.25 9.92 8.37 2.52 7.50 
6.02 7.62 2.52 7.24 5.72 
7.79 8.33 3.64 4.24 3.14 
8.21 0.78 9.01 0.75 4.52 
0.22 2.90 0.24 3.74 0.09 
3.94 7.64 1.21 0.45 0.30 
1.88 0.97 7.64 1.80 3.52 
9.64 8.86 6.58 2.95 0.58 
4.82 0.52 5.13 5.78 1.56 
4.72 9.31 3.15 3.78 9.32 
0.00 2.31 2.27 0.65 0.71 
9.25 8.13 7.58 5.08 7.77 
1.26 6.14 6.80 4.60 6.89 
2.04 4.75 0.73 6.82 4.69 
7.38 4.34 2.04 7.57 5.07 
8.11 5.11 2.89 5.67 9.36 
6.70 2.01 6.73 3.97 6.17 
0.76 2.39 1.08 7.93 1.69 
5.45 2.03 2.39 9.06 3.77 
4.72 7.65 0.93 2.42 6.50 
0.60 1.17 0.97 9.34 0.14 
0.43 4.97 6.61 5.99 1.53 
9.60 1.49 8.79 9.76 8.05 
0.49 9.70 6.62 5.56 8.14 
0.55 7.79 3.28 1.45 8.79 
3.50 0.25 4.68 7.24 7.94 
6.30 6.91 6.89 9.96 9.11 
6.64 3.66 8.10 6.46 2.46 
3.74 3.93 2.04 4.74 0.33 
1.68 7.15 1.68 1.82 8.27 
6.18 6.95 0.95 7.44 2.18 
4.58 3.92 1.19 3.86 5.47 
7.91 1.16 1.67 7.10 6.32 
4.74 7.10 7.63 6.00 0.36 
2.46 8.24 5.61 6.60 6.30 
7.91 7.26 8.09 0.05 8.22 
5.33 3.88 2.10 5.89 0.74 
9.12 4.57 0.00 9.19 7.40 
8.14 2.50 5.63 0.46 1.14 
8.40 4.60 8.82 0.65 6.55 
6.20 3.94 6.09 0.35 1.33 
7.40 6.38 8.78 5.41 2.74 
9.55 0.06 2.93 2.41 3.12 
7.04 3.67 4.76 0.83 3.45 
4.13 8.06 2.17 4.27 7.68 
1.77 6.40 4.62 2.18 2.94 
2.20 9.23 5.24 4.66 9.29 
1.68 9.96 0.40 2.75 7.99 
8.92 7.17 6.23 1.52 3.50 
6.58 7.07 6.75 5.24 7.20 
1.73 8.78 1.68 2.98 7.14 
7.63 8.14 6.65 1.11 9.72 
0.61 5.05 6.52 7.99 2.30 
9.30 5.29 0.53 6.91 2.15 
5.06 6.10 4.77 5.31 0.84 
2.60 7.55 6.14 8.53 4.74 
5.30 1.67 2.26 3.63 2.56 
0.52 4.82 6.10 2.57 6.50 
3.21 4.86 1.46 5.67 6.15 
5.87 8.86 0.71 6.46 7.48 
1.97 0.99 1.26 5.10 8.21 
4.59 3.78 5.77 3.56 6.58 
4.64 0.86 5.96 9.79 5.54 
0.56 5.40 2.14 6.25 5.56 
8.42 10.00 2.37 0.02 4.52 
0.50 2.54 5.85 6.33 4.39 
7.66 3.09 8.24 9.15 1.00 
9.43 5.50 1.81 2.66 7.45 
1.03 0.94 7.54 7.28 8.73 
8.13 1.70 5.58 5.26 3.24 
8.90 3.57 0.65 9.75 4.52 
2.36 3.31 0.68 0.47 8.54 
9.24 7.37 1.17 4.39 4.42 
6.66 8.10 5.90 1.83 1.73 
8.59 6.04 5.91 3.90 9.63 
9.93 3.64 0.38 1.17 4.81 
3.07 2.25 3.91 3.06 4.06 
8.92 2.84 8.98 6.08 2.89 
6.39 5.80 4.65 4.29 2.85 
9.29 2.30 2.10 6.54 9.89 
7.22 9.10 5.03 1.66 2.27 
7.15 8.87 7.73 8.92 6.41 
6.46 3.01 4.87 6.68 4.92 
2.70 5.67 3.19 2.23 7.43 
9.94 1.29 0.92 2.17 2.47 
7.93 8.38 1.31 7.01 4.61 
4.88 5.17 2.02 4.14 0.60 
9.57 2.77 5.23 8.55 0.43 
3.08 6.51 7.97 7.07 7.11 
7.29 7.73 9.44 2.06 7.57 
8.94 1.74 1.81 7.74 0.09 
9.32 7.56 0.09 4.99 5.06 
2.98 0.64 2.99 1.74 7.58 
2.65 2.19 5.05 1.86 8.49 
5.28 9.60 3.71 7.53 6.10 
3.15 9.31 8.48 3.83 0.60 
1.14 9.83 3.34 9.66 2.90 
4.56 9.80 8.19 6.91 5.86 
0.86 2.65 1.63 8.49 3.19 
4.65 0.40 9.47 4.01 1.40 
9.59 4.14 2.84 7.72 6.51 
8.60 8.55 2.29 5.14 6.06 
7.44 6.62 9.20 1.93 5.99 
1.18 4.58 9.51 8.07 6.50 
3.85 4.95 0.09 1.11 8.64 
6.76 8.31 7.87 8.39 9.49 
6.93 7.26 5.13 4.78 2.59 
9.98 4.76 3.75 7.96 2.69 
9.40 9.08 4.81 9.88 1.99 
9.27 2.40 4.28 0.21 3.62 
4.95 2.04 9.47 7.18 7.80 
6.73 0.49 0.35 8.21 0.81 
1.87 2.34 1.24 3.64 0.02 
0.14 6.35 0.52 4.93 9.45 
0.68 8.46 2.57 6.43 1.31 
3.78 3.85 6.27 3.26 2.37 
2.76 8.66 3.82 5.06 2.08 
6.74 5.96 2.13 2.78 6.24 
0.16 8.26 5.39 0.67 6.06 
1.47 5.44 9.34 7.25 0.80 
6.94 9.67 9.08 9.14 2.00 
5.11 8.01 3.08 6.63 4.17 
5.57 7.85 5.53 1.47 1.93 
7.87 9.40 4.20 4.52 4.72 
5.34 4.56 5.53 7.46 7.62 
0.33 1.81 2.77 6.91 4.57 
2.18 7.34 5.84 1.79 8.16 
2.00 7.90 7.18 9.39 0.90 
9.02 2.20 0.13 3.24 7.78 
1.58 2.57 3.21 7.45 5.28 
5.40 6.77 0.29 1.24 2.55 
5.14 8.59 3.44 7.52 3.94 
8.50 5.25 4.88 2.74 2.34 
9.33 6.19 5.99 5.27 6.46 
7.13 6.25 5.31 3.27 9.67 
4.46 3.88 7.14 7.06 4.88 
8.03 0.32 2.22 6.14 4.74 
7.16 8.36 1.78 9.20 7.83 
9.01 7.90 5.18 7.41 9.46 
2.61 6.54 0.83 8.49 1.58 
5.98 6.65 0.89 7.36 0.13 
0.16 0.14 6.66 8.64 4.03 
7.51 4.55 2.68 4.60 3.40 
4.14 3.25 0.61 4.33 8.18 
7.29 1.33 9.18 0.15 2.71 
6.60 3.76 5.00 2.94 7.03 
4.99 3.74 9.49 6.31 5.36 
2.42 5.67 1.93 0.48 5.23 
2.46 2.44 9.65 1.32 8.15 
2.57 7.95 0.42 0.65 6.29 
9.65 1.52 4.41 7.98 9.23 
0.28 1.32 6.59 6.14 6.65 
8.70 2.49 1.32 3.39 6.64 
6.47 3.67 0.69 8.05 5.44 
3.03 1.77 1.88 6.68 1.54 
6.36 6.11 2.05 2.59 8.92 
6.68 3.13 1.84 1.78 9.92 
7.29 9.91 1.48 5.38 7.15 
9.66 1.72 9.18 7.08 7.37 
4.80 1.09 8.98 6.92 6.34 
3.48 1.29 6.62 8.39 4.13 
5.22 7.78 7.95 9.78 8.93 
8.98 6.56 2.16 4.95 5.26 
6.68 6.14 9.20 3.10 6.29 
8.87 8.61 0.05 9.28 7.15 
8.34 0.70 0.75 1.32 0.18 
4.37 9.90 9.78 7.59 2.10 
4.36 5.56 7.00 4.43 0.63 
6.72 4.02 1.62 7.56 8.09 
4.58 3.72 0.87 9.07 3.59 
2.83 9.78 1.36 2.98 6.17 
0.81 5.50 9.86 7.79 4.78 
8.06 1.43 3.63 7.50 3.64 
8.41 3.60 8.25 9.20 1.00 
6.24 1.91 1.39 8.68 1.43 
1.69 1.58 3.15 7.04 9.10 
1.01 0.83 9.89 9.73 3.93 
6.18 7.88 1.12 0.81 3.04 
2.25 3.56 0.43 6.44 1.28 
1.82 6.57 9.66 6.38 2.68 
3.61 4.17 0.31 8.86 6.53 
0.74 1.16 8.78 2.21 8.32 
5.42 4.99 2.08 4.61 1.96 
1.81 9.31 3.47 7.72 4.69 
2.69 4.14 7.14 4.42 8.25 
0.48 9.77 8.52 0.60 8.98 
3.34 9.02 6.74 5.94 0.09 
3.61 6.11 1.68 8.32 7.55 
3.07 3.12 2.96 3.59 5.74 
6.18 2.21 1.25 5.82 5.15 
0.47 5.37 4.48 9.13 4.02 
5.63 4.08 4.00 5.30 4.00 
3.39 8.78 7.34 0.10 2.98 
3.57 7.73 1.60 7.04 9.18 
2.63 7.52 9.29 1.45 9.95 
4.73 7.20 3.71 4.88 8.36 
5.11 5.99 7.28 7.35 0.01 
6.52 2.34 6.45 1.14 3.07 
4.15 7.71 5.00 6.72 1.35 
8.03 8.89 6.95 7.54 0.59 
4.85 2.33 2.44 9.68 2.14 
1.90 3.30 7.57 6.92 5.16 
4.86 6.73 9.20 9.91 8.99 
5.28 9.62 0.03 7.40 9.64 
4.46 1.83 1.16 9.06 5.69 
7.35 0.41 2.29 9.77 7.34 
4.70 1.59 4.24 0.38 3.33 
5.17 4.56 6.55 8.41 4.80 
2.82 5.64 6.23 1.84 3.12 
5.75 6.80 5.14 0.96 6.68 
7.54 2.07 2.85 8.82 6.23 
8.36 4.77 0.28 2.92 2.99 
5.30 5.86 7.08 6.14 6.51 
5.33 6.67 8.15 6.02 2.78 
0.59 5.30 3.13 1.35 3.69 
1.09 1.09 5.09 9.94 2.22 
4.05 2.50 4.95 0.24 0.62 
0.22 5.16 7.56 3.09 6.34 
1.26 0.77 8.37 7.53 6.09 
6.76 8.29 4.85 2.90 8.21 
1.11 3.73 5.94 8.56 8.20 
0.81 7.33 6.82 7.45 7.00 
9.44 9.26 0.99 4.46 5.23 
2.62 4.25 3.77 4.82 7.19 
2.93 4.96 6.96 3.01 0.67 
9.94 3.69 4.58 4.46 1.85 
6.83 9.28 1.56 3.13 9.36 
6.17 4.01 0.35 4.73 0.41 
1.66 8.69 5.53 1.80 2.66 
2.64 0.72 4.47 6.01 3.54 
8.45 0.65 2.85 5.42 8.36 
2.99 7.17 6.37 4.95 3.69 
5.61 7.10 3.08 9.26 6.54 
8.80 0.30 6.81 2.20 2.72 
6.81 0.42 0.22 8.10 3.27 
4.24 1.91 0.59 2.94 4.48 
5.43 9.80 9.49 2.19 4.77 
1.68 1.21 8.09 5.81 0.49 
8.23 5.89 8.30 0.09 0.68 
7.47 9.85 3.84 5.87 2.02 
5.93 5.22 9.80 0.56 2.49 
2.69 6.78 3.85 5.06 8.33 
8.51 6.84 4.06 8.69 7.71 
1.57 8.40 3.77 2.09 3.81 
6.38 7.30 7.08 1.25 4.10 
2.88 7.38 3.96 0.40 4.38 
3.41 0.29 5.40 0.87 1.51 
8.24 0.58 6.11 0.07 0.19 
8.62 2.41 8.31 3.89 5.97 
0.05 8.98 0.09 9.71 1.04 
9.94 0.62 6.90 6.07 7.24 
3.43 7.81 1.23 6.98 3.40 
2.86 2.32 7.79 5.22 8.37 
2.73 8.54 9.83 2.07 5.41 
5.16 7.17 7.68 2.09 5.52 
2.69 5.01 6.31 9.66 4.74 
2.69 4.92 6.87 1.26 7.27 
5.84 6.33 1.71 6.69 7.02 
6.45 2.34 4.56 6.97 0.18 
6.61 3.12 0.04 4.13 2.05 
9.54 8.41 1.74 4.52 4.49 
8.87 5.24 5.31 2.41 8.64 
0.52 1.23 2.00 0.56 9.44 
6.05 4.50 0.86 9.59 6.67 
8.92 8.02 9.74 6.98 8.61 
6.75 0.85 4.78 3.25 2.98 
1.95 5.67 8.50 4.68 1.92 
3.18 6.89 6.01 6.54 9.78 
8.60 6.29 4.51 5.31 9.41 
2.84 7.43 7.31 4.35 9.43 
3.99 0.67 0.49 2.35 2.94 
7.08 3.12 3.50 0.24 4.41 
7.74 5.27 6.97 2.61 9.42 
8.46 1.08 1.70 5.31 8.36 
8.82 4.63 6.84 6.87 1.30 
7.25 7.53 5.22 4.10 8.83 
0.88 5.94 6.43 2.52 4.70 
5.60 2.11 1.02 0.63 6.17 
2.65 6.76 0.00 8.23 6.92 
6.40 8.44 9.54 3.87 3.21 
3.37 5.60 3.93 5.82 4.74 
3.02 1.04 8.97 5.96 6.57 
9.25 7.00 7.42 9.77 8.22 
6.57 8.72 4.74 0.90 0.72 
5.53 4.69 6.82 7.05 6.88 
5.03 2.43 1.31 0.91 0.01 
6.55 5.33 0.26 5.44 1.08 
2.54 1.34 3.24 4.82 4.14 
1.41 0.72 3.20 2.45 9.25 
9.50 8.76 7.53 6.19 8.10 
0.31 3.94 0.31 3.92 2.38 
9.84 5.62 0.49 2.33 2.48 
4.68 6.37 8.50 8.87 0.51 
2.80 4.14 2.13 9.52 6.14 
0.54 2.55 9.35 1.79 8.09 
8.55 8.35 2.05 7.33 4.47 
5.60 6.21 7.50 6.20 4.68 
3.39 5.85 1.57 7.71 6.06 
2.10 9.68 0.31 4.93 7.30 
3.11 4.32 5.89 6.49 9.54 
1.66 8.38 8.87 6.71 4.32 
4.37 2.39 0.87 7.78 4.33 
6.20 1.99 0.76 5.35 2.97 
0.42 6.83 6.14 9.74 6.28 
9.62 5.47 6.70 7.70 3.14 
2.57 1.48 3.87 4.44 2.50 
2.11 5.04 4.71 9.64 8.04 
1.52 7.57 4.67 4.33 1.76 
4.41 8.82 8.89 1.14 1.91 
4.75 8.56 7.96 4.98 0.73 
5.52 7.67 1.23 9.37 4.71 
5.03 5.46 6.02 8.53 1.69 
2.79 6.46 6.23 7.62 3.01 
7.22 9.59 2.62 5.23 8.38 
1.22 7.06 2.38 3.10 8.49 
6.35 4.64 2.59 0.76 4.25 
1.76 6.55 3.95 9.90 8.58 
7.51 5.16 7.49 2.85 8.54 
7.70 8.04 5.83 4.60 9.44 
0.73 0.21 5.02 5.07 0.04 
2.05 5.47 7.11 7.75 4.55 
4.29 5.19 9.60 4.95 9.61 
3.05 8.59 7.61 8.42 0.54 
0.34 2.00 4.81 9.77 3.06 
2.86 9.57 1.66 9.07 1.37 
1.00 0.02 9.68 4.21 4.31 
0.55 9.34 3.47 5.65 7.71 
7.55 8.04 8.61 4.30 5.32 
0.36 3.09 7.92 2.00 4.86 
8.89 3.97 0.95 3.38 0.67 
0.32 1.69 6.68 8.18 4.75 
5.99 9.45 2.87 7.40 8.00 
0.34 7.29 0.65 8.27 7.30 
9.07 8.52 3.03 3.38 6.87 
6.25 0.78 1.82 0.11 2.91 
8.29 4.41 8.25 9.23 3.76 
1.74 6.14 7.59 8.47 3.38 
3.71 9.88 6.45 3.36 3.59 
2.12 1.10 2.44 3.00 4.39 
7.70 2.45 9.99 3.13 7.34 
5.68 1.65 4.78 4.87 1.89 
5.87 6.05 9.72 8.04 9.26 
5.42 0.81 6.79 5.95 3.27 
1.30 1.93 0.72 4.39 0.87 
3.46 1.35 3.67 0.71 0.44 
2.36 6.40 3.91 2.61 1.27 
3.01 9.19 5.73 8.51 3.75 
9.82 8.25 6.14 7.03 1.48 
4.20 8.22 2.33 1.17 6.63 
9.00 2.50 6.32 4.52 9.11 
8.38 3.07 4.57 3.44 3.35 
8.87 0.90 9.81 6.72 6.01 
2.47 2.73 8.65 3.29 6.28 
2.45 2.91 4.94 2.93 8.74 
5.21 1.57 0.10 4.20 3.44 
4.25 1.01 4.22 5.67 1.01 
2.73 6.54 2.35 7.72 9.18 
1.99 5.85 1.31 2.90 6.31 
3.23 4.13 3.97 4.64 8.29 
6.96 1.74 2.29 5.58 1.59 
0.94 8.29 6.19 6.56 9.33 
6.11 9.46 0.40 4.57 9.12 
1.00 6.44 9.97 1.18 8.52 
3.56 4.07 2.39 3.35 4.40 
0.25 5.82 6.19 7.52 0.93 
5.21 2.12 2.54 2.29 0.99 
4.25 1.53 4.48 0.48 6.30 
1.87 9.17 0.14 5.87 4.13 
4.31 3.94 2.13 3.05 6.10 
7.15 3.00 6.10 0.63 1.85 
2.48 0.88 5.83 7.46 4.52 
3.68 7.79 4.38 9.90 4.81 
0.02 9.29 8.97 4.21 5.59 
0.62 0.18 2.65 9.12 2.50 
1.56 2.66 1.25 8.24 4.76 
7.03 0.30 6.35 0.93 3.35 
7.85 5.62 1.72 2.95 3.65 
9.25 2.57 9.08 1.10 3.23 
0.79 2.74 9.18 9.07 9.47 
4.74 3.65 9.76 7.59 9.10 
9.44 8.35 7.22 9.29 1.46 
6.07 6.05 5.48 4.29 3.83 
6.21 3.29 2.11 7.59 9.91 
0.24 9.04 4.35 6.03 7.58 
8.16 3.74 4.46 3.42 4.77 
3.52 7.82 2.84 4.86 2.63 
0.13 6.13 3.47 0.42 6.12 
1.99 3.66 3.48 2.94 7.88 
7.15 9.69 2.21 9.90 7.97 
4.85 5.40 1.26 0.46 3.36 
3.69 4.85 1.07 7.47 6.23 
4.72 8.74 1.36 0.94 8.03 
3.78 1.00 4.85 3.05 7.93 
4.88 3.76 8.97 7.06 1.85 
1.79 0.67 2.98 1.48 5.28 
3.82 6.38 2.24 6.07 9.54 
4.70 5.63 3.15 5.29 2.04 
7.50 4.70 4.35 2.20 0.60 
1.34 9.54 6.23 1.95 9.08 
8.30 4.92 5.24 1.53 3.28 
8.66 9.39 1.95 1.04 3.58 
4.63 6.05 5.63 8.96 9.58 
7.08 4.82 4.81 6.07 2.58 
1.90 3.14 7.60 5.03 1.24 
0.27 6.52 4.05 3.60 0.74 
2.06 9.07 3.81 0.94 1.21 
2.24 7.76 4.40 1.47 3.00 
2.04 1.59 3.59 2.72 0.65 
8.38 1.27 5.59 4.32 8.97 
1.06 9.64 8.58 4.18 7.47 
4.76 3.45 9.07 3.99 4.23 
3.24 0.35 3.05 4.60 2.48 
7.90 5.78 4.36 4.57 6.41 
7.72 2.54 8.52 9.21 3.39 
9.15 0.05 6.13 6.44 6.46 
4.30 6.45 4.89 6.44 8.34 
4.50 4.02 9.24 9.64 9.05 
6.89 1.65 0.69 5.03 9.51 
9.05 8.85 6.88 7.30 6.20 
6.16 5.71 7.73 5.73 5.40 
3.39 5.97 0.23 6.82 5.80 
8.75 1.13 3.34 4.34 3.31 
8.28 2.23 2.65 0.94 2.32 
4.16 0.63 2.76 6.80 8.12 
5.91 0.44 8.48 8.04 4.41 
6.35 5.82 7.68 4.53 9.86 
6.96 4.57 6.14 8.46 8.92 
5.53 7.45 5.86 9.75 3.74 
1.25 9.85 2.67 8.55 6.15 
7.05 4.42 9.71 2.96 4.51 
0.74 9.70 9.01 7.12 1.45 
5.92 2.95 2.77 3.30 4.82 
0.73 3.57 6.49 9.72 4.43 
1.33 9.26 4.37 6.58 1.03 
3.35 5.73 3.71 5.92 9.82 
7.47 4.61 0.70 6.30 8.55 
4.64 5.91 2.90 5.17 4.76 
1.52 5.14 7.41 5.75 7.87 
4.08 8.13 8.37 8.78 9.24 
6.41 1.21 1.77 4.59 4.59 
5.14 0.46 1.36 1.14 3.22 
5.69 6.35 6.97 3.64 2.39 
6.09 9.76 6.11 2.41 9.47 
3.06 4.12 5.90 4.40 6.59 
7.06 5.91 6.10 1.12 1.64 
5.62 8.31 8.03 8.91 8.13 
1.45 3.00 6.71 6.05 5.94 
8.73 6.93 0.40 9.52 8.78 
9.03 1.89 0.78 3.76 2.37 
8.07 7.07 1.40 1.96 6.89 
2.10 3.90 4.25 4.07 6.82 
6.93 8.26 7.19 9.74 3.73 
4.84 8.93 5.87 8.69 1.78 
4.73 5.20 5.91 2.93 4.22 
6.84 9.60 2.97 7.13 7.74 
8.82 3.66 7.49 2.09 6.36 
6.77 9.75 2.73 2.42 9.65 
8.40 1.80 2.58 4.78 0.48 
3.57 9.10 8.06 8.77 6.78 
7.02 8.23 3.52 5.42 1.61 
7.59 4.56 0.01 5.16 9.85 
0.31 7.96 2.66 8.00 9.17 
6.55 5.33 6.95 9.73 9.80 
2.44 3.35 7.78 4.14 7.14 
2.59 9.41 0.86 8.57 1.49 
3.64 7.92 4.83 1.82 1.24 
6.90 0.00 2.69 2.61 2.73 
6.82 3.21 9.87 9.30 2.93 
8.17 2.84 6.53 4.96 4.23 
3.96 2.89 2.39 0.74 7.40 
0.76 2.79 2.45 8.04 0.09 
6.55 9.53 9.36 7.06 8.40 
1.52 4.42 4.32 4.98 4.81 
3.52 7.60 1.53 0.97 5.81 
3.54 4.33 0.76 0.13 7.01 
1.11 1.89 6.93 3.35 6.26 
1.29 5.73 9.10 2.95 7.83 
4.14 9.12 4.43 2.16 1.70 
7.09 9.69 0.36 8.19 7.53 
6.86 6.24 2.71 1.85 6.41 
2.42 2.05 1.01 4.42 7.05 
6.33 1.94 8.11 5.65 9.00 
3.75 3.99 0.46 8.33 2.36 
3.99 9.29 9.32 6.53 5.47 
9.87 0.71 8.83 4.11 9.12 
8.65 1.98 5.87 3.34 7.75 
9.94 3.48 0.78 0.53 7.55 
3.88 8.81 9.23 6.41 4.11 
9.46 9.41 0.40 5.89 9.48 
0.44 7.38 1.65 7.72 9.47 
9.19 1.68 8.95 9.63 8.26 
2.90 0.49 1.18 0.59 5.63 
5.70 3.49 0.99 3.24 6.34 
1.97 7.06 8.52 0.57 4.37 
2.88 0.56 3.57 4.26 2.81 
5.23 4.95 2.59 3.87 3.64 
2.54 9.73 2.27 9.61 4.39 
2.68 6.24 1.65 6.99 5.97 
7.79 0.30 1.93 8.68 5.72 
9.01 9.94 1.87 8.99 5.06 
7.46 4.66 2.99 5.52 5.21 
2.77 7.70 7.74 0.97 6.43 
1.75 4.96 6.18 5.91 7.31 
2.55 0.71 3.47 5.52 2.69 
5.49 8.73 9.54 2.82 4.90 
6.20 7.69 8.33 0.98 3.04 
6.21 7.05 5.81 0.63 4.52 
7.06 9.78 3.21 2.26 2.82 
7.29 3.81 3.17 1.85 9.38 
4.42 1.48 6.51 7.99 0.62 
1.46 3.53 3.47 3.55 4.77 
5.89 5.38 6.03 3.84 5.69 
3.77 5.81 4.58 2.54 0.46 
2.09 3.84 6.16 4.35 6.04 
6.08 1.17 1.62 5.00 7.08 
2.68 1.80 7.10 0.81 8.96 
7.81 5.20 0.67 0.95 3.07 
6.14 8.92 7.61 7.52 7.00 
4.30 0.45 0.18 2.49 9.19 
3.27 5.50 8.64 4.83 1.19 
6.58 2.05 6.64 6.04 6.27 
3.75 6.73 8.67 2.75 9.90 
7.60 0.93 7.63 9.27 8.16 
2.37 1.78 0.23 8.08 6.58 
2.31 8.91 4.54 7.95 1.73 
0.22 5.00 3.44 0.71 5.10 
7.17 4.60 5.89 9.38 3.10 
1.31 8.30 7.46 7.79 0.12 
5.24 2.86 4.48 4.89 0.01 
6.05 0.46 1.13 8.47 3.31 
9.47 2.99 5.83 1.60 7.84 
6.13 4.06 4.33 5.29 6.72 
9.21 8.47 4.41 9.01 3.11 
9.45 1.93 1.34 4.88 1.37 
7.67 8.81 7.49 4.27 3.37 
1.07 5.76 8.24 2.14 7.05 
3.56 9.82 1.95 3.24 6.11 
0.55 6.11 9.51 5.51 6.38 
9.77 6.45 0.99 8.70 3.93 
9.38 3.26 5.98 2.36 1.03 
7.83 4.24 4.95 8.55 1.53 
3.33 6.38 9.83 6.47 3.51 
3.28 1.89 3.09 3.74 7.09 
6.91 0.36 1.88 0.90 8.76 
8.36 6.73 4.87 6.12 4.09 
4.74 4.52 8.90 4.51 8.05 
7.41 9.53 1.10 7.07 1.83 
6.44 9.92 7.93 1.73 6.14 
4.68 7.19 0.52 3.80 8.73 
9.62 9.80 8.91 0.56 3.91 
2.81 5.59 4.51 7.53 9.57 
4.06 8.55 9.44 9.33 4.09 
3.08 7.20 3.87 5.78 4.09 
8.82 0.04 1.63 2.93 3.80 
4.82 0.73 0.10 2.43 1.41 
9.50 9.23 0.38 8.82 7.53 
6.85 1.80 5.76 3.44 5.58 
2.18 5.10 5.76 3.09 7.64 
5.71 0.99 7.85 8.05 8.53 
9.57 6.93 2.27 7.81 2.38 
6.95 5.79 8.48 2.25 7.75 
7.06 0.03 8.40 1.42 2.54 
7.02 5.33 6.49 8.65 0.31 
0.69 6.59 2.31 6.03 7.63 
6.44 0.23 5.74 5.34 9.09 
0.11 3.00 3.06 7.04 7.79 
3.74 6.61 3.95 5.39 5.46 
8.75 0.70 9.37 1.61 5.60 
3.59 2.81 3.15 8.08 8.58 
2.53 5.34 4.64 8.05 2.27 
7.05 4.42 3.99 6.20 9.49 
1.31 1.52 2.67 0.99 8.86 
8.61 3.89 0.53 3.24 0.57 
2.10 0.52 6.37 4.31 2.12 
8.37 0.88 9.54 5.56 7.29 
2.10 6.81 0.84 9.52 9.93 
3.58 9.71 3.56 9.61 0.65 
5.67 9.16 9.92 2.10 1.23 
1.90 6.29 5.33 8.06 2.21 
3.94 1.03 1.89 0.73 4.46 
8.22 2.41 7.68 7.08 9.81 
1.16 6.65 0.42 8.58 5.83 
9.46 0.57 5.43 9.07 6.95 
9.55 3.66 4.56 4.29 4.11 
5.95 6.80 8.72 5.58 0.70 
1.08 3.19 4.64 4.11 8.79 
9.25 8.24 9.29 7.24 8.43 
1.67 9.62 7.99 7.70 6.64 
4.98 1.55 0.37 1.80 1.91 
9.54 7.92 7.07 4.58 7.79 
